tpep_pickup_datetime,Date,Day_of_Week,Total_trips,Total_fare,Total_amount,speed_p50,duration_p50,duration_p95,distance_p50,distance_p95,avg_distance,revenue_per_trip,revenue_per_mile,Early Morning,Morning,Morning Rush,Midday,Evening Rush,Late Night,index_100_by_day_by_trips
2021-06-09 00:00:00-04:00,2021-06-09,Wednesday,93207,1170979.2899999998,1184197.2100000002,9.73,11.0,36.0,1.7,10.1,2.8504323755981376,12.563211883227652,4.407499920957186,561.25 / 689.25,712.0 / 591.33,4051.67 / 3837.33,5943.0 / 5815.33,6323.0 / 6406.67,4408.8 / 4610.4,116.3618431729941
2021-06-10 00:00:00-04:00,2021-06-10,Thursday,97316,1258788.5999999999,1259919.08,9.8,12.0,37.0,1.79,10.6,2.9788797320070697,12.935063093427596,4.3422575790639195,761.5 / 912.5,749.0 / 620.67,3990.0 / 3769.0,5875.67 / 5740.33,6668.0 / 6671.0,4959.0 / 5208.4,121.49161683374739
2021-06-11 00:00:00-04:00,2021-06-11,Friday,91784,1200345.9500000002,1186893.6600000001,10.16,11.0,39.0,1.8,10.98,3.059834283037164,13.07794332345507,4.274019842898842,1211.75 / 1397.25,751.67 / 640.67,3502.67 / 3297.33,5323.0 / 5194.0,6090.67 / 6157.67,4792.8 / 4948.8,114.58533601328323
2021-06-12 00:00:00-04:00,2021-06-12,Saturday,87934,1126665.9899999998,1126788.7600000002,11.61,11.0,32.0,1.95,10.3,3.130130785852383,12.812632087702138,4.093446872053669,2216.0 / 2384.0,564.33 / 553.67,1966.67 / 1830.0,4994.83 / 4876.5,6122.0 / 6096.33,4628.4 / 4739.8,109.77890413353141
2021-06-13 00:00:00-04:00,2021-06-13,Sunday,68505,944005.9,888140.1799999999,12.88,10.0,34.0,2.07,14.5,3.6281088695550623,13.780102182322459,3.79819946353182,2330.5 / 2366.75,538.33 / 541.0,1505.33 / 1419.67,4365.0 / 4217.17,4396.0 / 4522.0,2734.8 / 2857.4,85.52327686296051
2021-06-14 00:00:00-04:00,2021-06-14,Monday,80679,1037745.39,1000940.1799999999,11.17,10.0,34.0,1.8,12.17,3.200636852673591,12.862645669876919,4.018674264934646,467.25 / 533.75,812.0 / 670.33,3869.0 / 3681.67,4956.5 / 4912.17,5826.0 / 5884.67,3510.0 / 3672.2,100.72158899389521
2021-06-15 00:00:00-04:00,2021-06-15,Tuesday,91291,1167225.54,1155038.76,10.11,11.0,36.0,1.77,10.54,2.985957409517132,12.785767928930563,4.28210194657483,480.75 / 594.0,691.0 / 559.67,3976.0 / 3764.67,5670.83 / 5565.0,6414.67 / 6444.0,4419.6 / 4644.0,113.96986304790202
2021-06-16 00:00:00-04:00,2021-06-16,Wednesday,95252,1211185.48,1216702.7100000002,9.99,11.0,36.0,1.8,10.24,2.9432993175853017,12.715591063704698,4.320268881463555,677.75 / 808.5,728.33 / 594.0,4038.33 / 3804.33,5830.0 / 5736.67,6694.0 / 6697.0,4635.8 / 4862.4,118.91486997665449
2021-06-17 00:00:00-04:00,2021-06-17,Thursday,95883,1292805.96,1267140.6700000002,9.62,12.0,42.0,1.81,10.74,3.057882100168965,13.483161352898845,4.40935261397551,862.5 / 1036.0,762.33 / 639.67,3957.0 / 3700.0,5778.33 / 5631.67,6400.0 / 6463.0,4881.0 / 5108.2,119.70262543538783
2021-06-18 00:00:00-04:00,2021-06-18,Friday,91804,1245277.9200000002,1209708.2000000002,10.05,12.0,43.0,1.84,11.06050000000003,3.11352265795207,13.56452790728073,4.3565729056872895,1383.5 / 1590.0,768.67 / 667.33,3383.33 / 3192.33,5286.17 / 5132.0,5779.33 / 5800.0,4951.8 / 5134.6,114.61030449058065
2021-06-19 00:00:00-04:00,2021-06-19,Saturday,89540,1130910.58,1118055.6300000001,11.83,10.0,32.0,1.91,10.393000000000029,3.122356620316077,12.630227607773064,4.045253837392976,2367.0 / 2538.0,604.0 / 597.67,1873.0 / 1744.67,5223.0 / 5081.67,6262.0 / 6228.67,4503.4 / 4637.0,111.78387286051361
2021-06-20 00:00:00-04:00,2021-06-20,Sunday,71626,963423.67,917691.4200000002,13.33,10.0,35.0,2.06,13.01,3.541008782340375,13.450753497333372,3.7984876129725613,2242.75 / 2312.0,547.67 / 555.33,1550.67 / 1432.67,4364.33 / 4266.83,4769.67 / 4785.33,3173.0 / 3291.4,89.41960774522167
2021-06-21 00:00:00-04:00,2021-06-21,Monday,84088,1075731.26,1030372.7400000001,11.29,10.0,35.0,1.8,11.85,3.1732463964606823,12.792922414613262,4.031461726867318,611.0 / 684.5,782.67 / 643.33,3755.33 / 3588.67,5341.33 / 5255.67,6069.33 / 6155.0,3554.8 / 3731.0,104.97746594923909
2021-06-22 00:00:00-04:00,2021-06-22,Tuesday,92258,1177075.1900000002,1156276.09,9.92,11.0,36.0,1.75,10.73,2.969793179699525,12.758516226235125,4.296237141813161,553.25 / 658.5,802.67 / 670.67,4055.33 / 3839.67,5922.67 / 5812.33,6440.33 / 6525.67,4122.8 / 4328.4,115.17708892523189
2021-06-23 00:00:00-04:00,2021-06-23,Wednesday,95821,1238022.1600000004,1223823.34,9.98,12.0,36.0,1.8,10.4,3.0004925116109162,12.920154872105284,4.305993742090966,688.0 / 822.25,771.67 / 652.67,4025.67 / 3770.0,5797.67 / 5687.83,6686.67 / 6735.0,4766.2 / 4986.4,119.62522315576585
2021-06-24 00:00:00-04:00,2021-06-24,Thursday,97437,1292418.7000000002,1268541.9400000004,9.99,12.0,40.0,1.82,10.9,3.0913155760841673,13.26414708991451,4.290525952642163,970.5 / 1154.5,771.67 / 642.33,3968.0 / 3717.33,5806.5 / 5694.33,6472.33 / 6478.67,5016.0 / 5227.6,121.64267612139675
2021-06-25 00:00:00-04:00,2021-06-25,Friday,95836,1274402.4799999997,1252662.5100000002,10.48,11.0,40.0,1.87,11.216499999999943,3.14910558500647,13.297742810634832,4.222847835455052,1499.5 / 1735.75,768.33 / 646.33,3394.33 / 3217.0,5235.83 / 5091.5,6445.0 / 6502.0,5320.0 / 5449.6,119.64394951373892
2021-06-26 00:00:00-04:00,2021-06-26,Saturday,91447,1195160.5599999998,1184851.0300000003,11.74,11.0,35.0,1.95,10.45,3.158591846554251,13.069434317145449,4.1377846036858585,2591.75 / 2765.75,716.33 / 718.67,2055.0 / 1916.33,5166.5 / 5025.0,5608.0 / 5592.0,4988.6 / 5110.6,114.16461717082184
2021-06-27 00:00:00-04:00,2021-06-27,Sunday,71184,1002370.2699999999,943692.8300000002,12.93,11.0,36.0,2.07,14.53,3.6644739652120153,14.081398488424364,3.842810105264836,2731.5 / 2777.5,672.0 / 688.0,1502.0 / 1423.0,4071.67 / 3946.33,4389.67 / 4416.33,3227.4 / 3362.8,88.86780439694886
2021-06-28 00:00:00-04:00,2021-06-28,Monday,84629,1090350.3900000001,1053288.33,11.35,10.0,35.0,1.8,12.23,3.2320449844575507,12.883886020158576,3.9867602749673456,829.75 / 916.25,792.67 / 695.33,3581.67 / 3361.67,5324.5 / 5258.83,6127.33 / 6200.0,3571.6 / 3728.0,105.65286326013408
2021-06-29 00:00:00-04:00,2021-06-29,Tuesday,93862,1169341.96,1169771.3300000003,10.5,11.0,34.0,1.73,10.51,2.9472125086569707,12.458097632694807,4.226826513270144,520.0 / 619.25,741.33 / 630.0,3886.0 / 3659.33,5795.17 / 5708.83,6849.67 / 6887.0,4516.0 / 4720.6,117.17956080448432
2021-06-30 00:00:00-04:00,2021-06-30,Wednesday,94286,1182925.7300000002,1193588.9800000002,10.23,11.0,36.0,1.72,10.48,2.928747335037495,12.546143966230408,4.28387036752085,713.0 / 826.5,772.67 / 656.0,4030.67 / 3794.0,5738.33 / 5655.83,6764.0 / 6789.33,4460.4 / 4665.4,117.70889252318948
2021-07-01 00:00:00-04:00,2021-07-01,Thursday,87009,1154825.19,1133506.9200000002,9.92,11.0,39.0,1.78,11.638999999999943,3.1218400514924776,13.272479743474813,4.251628123045059,882.5 / 994.25,801.67 / 665.67,3622.67 / 3438.33,5352.0 / 5263.67,6448.67 / 6389.67,3749.6 / 3993.8,100.0
2021-07-02 00:00:00-04:00,2021-07-02,Friday,80452,1048065.3599999999,1021161.3700000001,11.19,10.0,36.0,1.8,12.301499999999942,3.2388722991620877,13.027213245164818,4.022590503409623,1063.0 / 1198.5,704.0 / 614.33,2739.33 / 2609.33,4804.17 / 4694.33,5483.0 / 5512.33,4119.2 / 4256.8,92.46399797722074
2021-07-03 00:00:00-04:00,2021-07-03,Saturday,65927,846248.6099999999,821333.52,12.69,10.0,29.0,1.92,11.950499999999955,3.317011832524272,12.83614619200024,3.8697880157509887,1798.25 / 1911.0,573.33 / 550.0,1470.33 / 1392.67,3830.17 / 3770.5,4150.0 / 4133.0,3434.4 / 3486.6,75.77032261030469
2021-07-04 00:00:00-04:00,2021-07-04,Sunday,55609,779625.8700000001,740558.97,13.49,10.0,34.0,2.14,14.7,3.7427738407856403,14.019778632955097,3.7464653157349495,1716.25 / 1811.75,459.0 / 474.0,1029.33 / 956.0,3189.67 / 3098.5,3756.67 / 3757.0,2774.2 / 2842.0,63.91177924122792
2021-07-05 00:00:00-04:00,2021-07-05,Monday,59639,861521.73,750214.0000000001,13.93,10.0,34.0,2.1,17.07,4.002219017273184,14.445609919683433,3.6096670688805577,1160.0 / 1234.5,436.67 / 404.33,1306.0 / 1245.67,3639.67 / 3522.33,4426.0 / 4459.33,2931.0 / 3047.8,68.54348400740153
2021-07-06 00:00:00-04:00,2021-07-06,Tuesday,82810,1047266.8999999999,1007543.4800000001,11.04,10.0,35.0,1.75,12.09,3.1273689041327506,12.646623596184035,4.044097541324913,482.75 / 558.5,723.33 / 606.33,3608.0 / 3435.33,5263.83 / 5191.17,6387.0 / 6356.67,3428.2 / 3646.8,95.17406245330943
2021-07-07 00:00:00-04:00,2021-07-07,Wednesday,90460,1163981.47,1128411.4300000002,10.86,10.0,35.0,1.79,11.885999999999914,3.1632511138873842,12.867360933009065,4.067929315178011,622.5 / 738.0,707.33 / 599.67,3778.0 / 3539.0,5643.0 / 5583.5,6556.67 / 6585.67,4197.2 / 4366.8,103.96625636428416
2021-07-08 00:00:00-04:00,2021-07-08,Thursday,87676,1163673.73,1139001.2900000003,9.88,12.0,38.0,1.79,11.43,3.087342785768876,13.272431794333682,4.299039190891993,781.5 / 906.0,762.67 / 653.0,3807.0 / 3582.0,5742.5 / 5645.83,5587.33 / 5607.0,3924.8 / 4130.2,100.7665873645255
2021-07-09 00:00:00-04:00,2021-07-09,Friday,86486,1143909.6800000002,1099164.2600000002,10.68,11.0,37.0,1.8,12.38,3.236743255588062,13.22653007423167,4.086068104488012,1066.75 / 1246.25,708.33 / 623.67,3134.33 / 2969.0,4811.67 / 4702.33,5887.0 / 5912.0,4832.0 / 4954.6,99.39891275615166
2021-07-10 00:00:00-04:00,2021-07-10,Saturday,86718,1136921.67,1117129.8800000001,11.69,11.0,34.0,1.95,11.37,3.2577285308975155,13.110561475126271,4.024597507211322,2370.25 / 2519.0,668.33 / 665.0,1828.0 / 1704.0,4700.5 / 4578.67,5798.0 / 5766.0,4830.2 / 4953.0,99.66555183946488
2021-07-11 00:00:00-04:00,2021-07-11,Sunday,70298,985263.53,911884.9400000001,13.21,10.0,34.0,2.1,15.7,3.7610194616741586,14.015527184272667,3.7267201579676446,2461.25 / 2500.25,693.67 / 712.67,1383.33 / 1297.33,4099.33 / 3993.67,4706.33 / 4663.0,3101.4 / 3263.2,80.79394085669298
2021-07-12 00:00:00-04:00,2021-07-12,Monday,78828,1042573.78,979937.8300000001,11.45,10.0,35.0,1.84,13.499499999999971,3.3654831138514627,13.225932156086671,3.929725646914279,573.25 / 668.5,744.0 / 606.67,3622.67 / 3421.0,4992.0 / 4954.17,5735.33 / 5799.33,3255.4 / 3389.6,90.59752439402821
2021-07-13 00:00:00-04:00,2021-07-13,Tuesday,90071,1155345.08,1123447.4500000002,10.76,11.0,34.0,1.81,11.24,3.1211275440524964,12.827048439564345,4.10976401704598,522.0 / 630.0,749.0 / 618.33,3965.0 / 3765.33,5395.0 / 5324.5,6523.67 / 6499.0,4380.0 / 4591.2,103.51917617717707
2021-07-14 00:00:00-04:00,2021-07-14,Wednesday,97210,1238528.52,1219016.1900000002,10.34,11.0,34.0,1.79,10.88,3.033431304974024,12.740752185989097,4.200297164605262,754.0 / 901.0,741.33 / 615.0,3970.0 / 3741.0,5826.33 / 5729.33,7004.33 / 7039.33,4817.8 / 5008.8,111.72407452102655
2021-07-15 00:00:00-04:00,2021-07-15,Thursday,98442,1320794.78,1298872.3200000003,10.1,12.0,40.0,1.8,11.15,3.1266668021170902,13.416984417220293,4.291201611377266,992.75 / 1169.75,795.0 / 662.33,3958.33 / 3709.0,5831.17 / 5722.0,6659.33 / 6658.33,5049.2 / 5268.4,113.14001999793123
2021-07-16 00:00:00-04:00,2021-07-16,Friday,95517,1270498.7,1235639.97,10.57,11.0,39.0,1.83,11.72,3.1971217673542034,13.301283541149745,4.160452424531102,1413.5 / 1637.25,804.33 / 688.67,3456.33 / 3257.33,5296.67 / 5185.0,6454.33 / 6461.0,5187.6 / 5327.4,109.7782987966762
2021-07-17 00:00:00-04:00,2021-07-17,Saturday,87539,1130511.92,1110837.0,11.56,11.0,33.0,1.9,11.1,3.194251865053524,12.914380104867544,4.042963752646182,2456.5 / 2605.25,707.0 / 711.33,1910.67 / 1808.0,5272.67 / 5131.33,5155.33 / 5186.33,4551.6 / 4642.6,100.60913238860347
2021-07-18 00:00:00-04:00,2021-07-18,Sunday,71335,1023705.88,927385.2200000001,12.99,11.0,34.0,2.1,16.61,3.847307206954571,14.350681713044088,3.7304608985844125,2371.75 / 2416.25,612.33 / 640.0,1407.0 / 1314.67,4273.67 / 4137.67,4897.67 / 4965.67,3091.0 / 3216.6,81.98577158684733
2021-07-19 00:00:00-04:00,2021-07-19,Monday,82620,1107417.6000000003,1046582.9800000002,11.48,10.0,36.0,1.88,13.48,3.4061714437881285,13.403747276688456,3.9353022988352997,618.0 / 706.25,815.67 / 683.0,3697.33 / 3562.67,5152.0 / 5044.0,5801.0 / 5912.67,3658.8 / 3811.2,94.95569423852704
2021-07-20 00:00:00-04:00,2021-07-20,Tuesday,85278,1099934.37,1058908.0300000003,11.41,10.0,34.0,1.85,12.02,3.220665509598583,12.898219587701401,4.004762784475274,613.25 / 724.0,714.67 / 592.0,3388.0 / 3206.67,5200.83 / 5138.33,6245.67 / 6266.67,4115.0 / 4271.2,98.01055063269317
2021-07-21 00:00:00-04:00,2021-07-21,Wednesday,91069,1184910.69,1149785.55,10.86,11.0,35.0,1.85,11.553499999999913,3.1871166560502555,13.011131010552438,4.0825560215418095,788.75 / 921.75,772.33 / 643.67,3721.0 / 3521.33,5389.83 / 5312.0,6448.67 / 6471.67,4549.8 / 4720.0,104.66618395798135
2021-07-22 00:00:00-04:00,2021-07-22,Thursday,96648,1291784.9100000001,1255454.0000000002,10.57,11.0,38.0,1.88,11.843499999999912,3.2402332512366248,13.365873168611872,4.1252214123016,990.75 / 1166.75,789.0 / 684.0,3701.0 / 3481.67,5730.33 / 5609.83,6647.0 / 6674.67,4978.4 / 5160.2,111.07816432782815
2021-07-23 00:00:00-04:00,2021-07-23,Friday,91894,1250053.47,1212624.61,10.72,12.0,39.0,1.9,11.89,3.2902852540731145,13.603210982218643,4.134729628033141,1513.75 / 1717.5,765.0 / 673.33,3274.33 / 3099.0,5049.83 / 4916.17,6257.33 / 6295.0,4930.0 / 5065.0,105.61436173269432
2021-07-24 00:00:00-04:00,2021-07-24,Saturday,86237,1165804.4,1133615.2400000002,11.82,11.0,36.0,2.03,11.655000000000001,3.354094815089701,13.518610341268827,4.030708363722862,2480.25 / 2644.0,694.0 / 725.67,1929.0 / 1792.67,4656.33 / 4503.17,5640.67 / 5689.33,4717.4 / 4803.8,99.11273546414738
2021-07-25 00:00:00-04:00,2021-07-25,Sunday,69965,990326.8900000001,900571.3300000001,13.19,10.0,34.0,2.11,15.8,3.820175117578946,14.154604302151077,3.705655845482501,2555.75 / 2603.0,615.33 / 630.0,1376.33 / 1303.33,4053.67 / 3921.0,4783.67 / 4820.0,3018.8 / 3153.4,80.41122182762702
2021-07-26 00:00:00-04:00,2021-07-26,Monday,82311,1106087.01,1037973.31,11.63,10.0,36.0,1.9,13.8,3.4446371898617283,13.43790028064293,3.9010225835568755,559.25 / 649.25,787.0 / 666.0,3629.0 / 3442.0,5079.0 / 4987.17,6046.33 / 6142.0,3642.6 / 3808.2,94.6005585629073
2021-07-27 00:00:00-04:00,2021-07-27,Tuesday,92209,1169998.3,1149094.5600000003,10.85,11.0,33.0,1.8,11.2,3.0890395314787704,12.688547755642075,4.107342714260282,586.5 / 708.5,762.0 / 642.67,3843.67 / 3629.0,5551.83 / 5492.17,6693.0 / 6690.0,4531.2 / 4707.4,105.97639324667563
2021-07-28 00:00:00-04:00,2021-07-28,Wednesday,92434,1199076.0599999998,1173900.0,10.68,11.0,35.0,1.82,11.4075,3.140243762577629,12.972240301187872,4.131060413494638,746.0 / 878.5,737.33 / 626.0,3889.33 / 3654.33,5401.33 / 5330.17,6646.33 / 6625.33,4644.6 / 4844.4,106.23498718523372
2021-07-29 00:00:00-04:00,2021-07-29,Thursday,91931,1213326.5199999998,1181357.59,10.23,11.0,37.0,1.8,11.6,3.167124286102802,13.198230411939386,4.166865778718608,955.25 / 1099.0,777.0 / 657.0,3776.0 / 3572.0,5542.83 / 5453.17,6636.0 / 6576.0,4257.2 / 4480.2,105.65688606925721
2021-07-30 00:00:00-04:00,2021-07-30,Friday,91341,1252581.52,1197239.4,10.86,11.0,41.0,1.9,12.75,3.3656593382530056,13.713245092565225,4.0745024957753175,1321.0 / 1547.25,783.33 / 667.0,3174.67 / 3012.33,5068.83 / 4930.5,6157.0 / 6195.0,5059.8 / 5189.2,104.97879529703825
2021-07-31 00:00:00-04:00,2021-07-31,Saturday,85608,1155986.1,1121948.44,12.0,11.0,35.0,2.04,11.98,3.4056452913069384,13.503248528174938,3.964962549175045,2518.75 / 2665.0,718.0 / 741.0,1835.67 / 1702.67,4572.0 / 4439.5,5703.0 / 5698.33,4666.2 / 4777.0,98.38982174257835
2021-08-01 00:00:00-04:00,2021-08-01,Sunday,66718,961217.22,878148.3600000001,13.12,11.0,36.0,2.14,16.4375,3.8829823404191526,14.407164783116999,3.7106745609094465,2468.25 / 2501.25,637.67 / 654.67,1411.67 / 1324.67,3842.0 / 3726.83,4380.67 / 4407.0,2900.6 / 3038.6,100.0
2021-08-02 00:00:00-04:00,2021-08-02,Monday,77123,1053503.96,967585.6200000002,11.77,10.0,36.0,1.9,14.88,3.5557223252376198,13.66004901261621,3.8418924430970827,500.5 / 587.25,744.33 / 619.67,3376.33 / 3232.33,4727.5 / 4656.67,5621.67 / 5658.0,3505.8 / 3660.8,115.59549147156689
2021-08-03 00:00:00-04:00,2021-08-03,Tuesday,86911,1136883.12,1101710.55,10.88,11.0,35.0,1.84,11.896999999999972,3.2217176982291416,13.081003785481702,4.060114442001142,513.75 / 620.75,793.0 / 654.33,3645.67 / 3502.33,5211.33 / 5115.67,6341.0 / 6348.33,4249.8 / 4443.8,130.26619502982703
2021-08-04 00:00:00-04:00,2021-08-04,Wednesday,90670,1183657.2999999998,1162131.12,10.98,11.0,35.0,1.85,11.89,3.2240137217485305,13.054563802801365,4.0493165501233115,846.5 / 973.75,771.67 / 660.0,3730.0 / 3538.0,5373.33 / 5292.67,6439.67 / 6441.67,4444.0 / 4620.0,135.9003567253215
2021-08-05 00:00:00-04:00,2021-08-05,Thursday,92257,1220926.5,1191062.7400000002,10.75,11.0,37.0,1.85,11.87,3.2449913281012877,13.233971405963775,4.078383227556218,858.0 / 1015.75,776.67 / 647.0,3600.0 / 3415.67,5442.83 / 5345.5,6498.0 / 6519.0,4708.8 / 4875.2,138.27902515063403
2021-08-06 00:00:00-04:00,2021-08-06,Friday,90481,1226475.1,1183606.1500000001,10.91,11.0,40.0,1.89,12.3,3.3170764299530258,13.55505686276677,4.08642696961949,1454.25 / 1662.0,730.0 / 637.67,3068.0 / 2910.67,5024.0 / 4878.67,5882.33 / 5932.0,5095.8 / 5224.0,135.6170748523637
2021-08-07 00:00:00-04:00,2021-08-07,Saturday,83623,1120470.8499999999,1085087.2900000003,12.11,11.0,34.0,2.0,11.94,3.3921003157290475,13.399075015247,3.950389468118135,2511.75 / 2667.75,747.0 / 756.67,1788.33 / 1662.0,4469.0 / 4343.67,5527.33 / 5536.67,4514.8 / 4604.8,125.33798974789411
2021-08-08 00:00:00-04:00,2021-08-08,Sunday,68235,974353.3100000002,893162.8400000001,12.99,11.0,36.0,2.08,16.16,3.8224475944765315,14.279377299040084,3.7359211731937423,2537.75 / 2568.5,628.33 / 649.0,1389.33 / 1325.0,3826.67 / 3703.0,4808.33 / 4783.67,2929.2 / 3094.0,102.2737492131059
2021-08-09 00:00:00-04:00,2021-08-09,Monday,76708,1048735.25,954963.26,11.77,10.0,36.0,1.9,15.2,3.55895775749674,13.671784559628723,3.8418312232972953,501.0 / 582.25,746.33 / 614.33,3416.33 / 3252.67,4739.33 / 4686.0,5543.67 / 5574.67,3429.8 / 3587.6,114.97347042777062
2021-08-10 00:00:00-04:00,2021-08-10,Tuesday,89184,1140621.95,1114192.9300000002,10.77,10.0,35.0,1.78,11.8,3.1346807580174927,12.789535679045569,4.080135342274237,525.25 / 622.5,733.33 / 608.67,3703.0 / 3511.33,5366.83 / 5291.0,6315.0 / 6340.67,4525.6 / 4713.2,133.67307173476425
2021-08-11 00:00:00-04:00,2021-08-11,Wednesday,93193,1181784.03,1172619.41,10.69,11.0,36.0,1.77,11.39,3.07060440209051,12.681038597319539,4.130013917055912,677.5 / 784.75,756.33 / 644.33,3765.0 / 3572.33,5606.83 / 5520.67,6697.0 / 6716.67,4637.4 / 4826.0,139.68194490242513
2021-08-12 00:00:00-04:00,2021-08-12,Thursday,91346,1230607.54,1186938.85,10.57,11.0,40.0,1.8,12.24,3.2587054148146524,13.471936811683051,4.134232874542456,855.5 / 1006.0,769.0 / 648.67,3692.0 / 3468.67,5533.17 / 5423.17,6044.33 / 6106.0,4641.8 / 4822.6,136.91357654605955
2021-08-13 00:00:00-04:00,2021-08-13,Friday,90893,1224426.1700000002,1180281.4100000004,11.0,11.0,39.0,1.87,12.55449999999997,3.3236587378427145,13.471072249788214,4.053116438640707,1391.0 / 1597.5,806.67 / 711.0,3077.0 / 2923.0,5057.83 / 4925.0,6105.0 / 6174.0,5003.2 / 5105.8,136.23459935849397
2021-08-14 00:00:00-04:00,2021-08-14,Saturday,83867,1119953.7,1089136.4100000001,12.12,11.0,33.0,2.0,12.01,3.381876341521583,13.353925858800242,3.9486729565751073,2492.5 / 2640.75,700.0 / 722.33,1793.67 / 1657.33,4554.0 / 4444.67,5501.0 / 5497.0,4517.8 / 4601.2,125.70370814472855
2021-08-15 00:00:00-04:00,2021-08-15,Sunday,70081,1011893.8099999999,927097.3900000001,13.34,11.0,36.0,2.18,16.1,3.9017765505037536,14.438917966353221,3.700797894566297,2553.25 / 2587.75,717.0 / 745.67,1459.0 / 1374.67,4032.83 / 3902.5,4592.0 / 4634.33,3073.4 / 3210.2,105.04061872358284
2021-08-16 00:00:00-04:00,2021-08-16,Monday,75613,1035237.3199999998,952936.8000000002,11.95,10.0,36.0,1.9,15.21,3.5881739187938098,13.691261026543053,3.8157727862939073,581.5 / 667.0,740.67 / 629.0,3290.0 / 3147.67,4684.33 / 4615.33,5443.33 / 5487.67,3351.8 / 3492.0,113.33223417968163
2021-08-17 00:00:00-04:00,2021-08-17,Tuesday,84923,1098295.26,1063418.4600000002,11.18,10.0,34.0,1.81,12.09,3.2363462081959495,12.932836334090883,3.996253773361475,524.0 / 624.25,706.67 / 590.0,3628.33 / 3437.33,5169.0 / 5108.0,6213.67 / 6205.33,4033.4 / 4216.0,127.28648940315956
2021-08-18 00:00:00-04:00,2021-08-18,Wednesday,88925,1155867.5,1128490.0700000003,10.88,11.0,35.0,1.81,11.9,3.202416073416782,12.998228844531909,4.059083074443478,681.75 / 800.75,718.67 / 598.0,3631.33 / 3450.33,5349.17 / 5257.5,6483.33 / 6504.33,4320.6 / 4503.8,133.2848706495998
2021-08-19 00:00:00-04:00,2021-08-19,Thursday,92145,1239688.2700000003,1196583.1800000002,10.65,11.0,39.0,1.86,12.39,3.290081397872802,13.453668348798093,4.0888836460323805,882.75 / 1048.5,800.0 / 677.0,3605.67 / 3407.0,5411.33 / 5300.5,6437.0 / 6473.67,4723.6 / 4895.0,138.11115441110346
2021-08-20 00:00:00-04:00,2021-08-20,Friday,91351,1245850.49,1188754.07,11.2,11.0,39.0,1.9,13.2,3.425832977523784,13.638060776565117,3.981134730161392,1376.25 / 1596.25,794.33 / 694.33,3101.33 / 2955.67,5017.5 / 4888.17,6297.33 / 6321.67,5032.4 / 5144.4,136.92107077550287
2021-08-21 00:00:00-04:00,2021-08-21,Saturday,89740,1196254.22,1172652.1800000002,11.84,11.0,35.0,2.0,11.9,3.3558421281385473,13.330223088923555,3.972590632695881,2598.0 / 2723.75,749.0 / 758.0,1981.67 / 1855.67,4996.0 / 4849.5,6171.0 / 6175.33,4533.4 / 4676.2,134.50643004886237
2021-08-22 00:00:00-04:00,2021-08-22,Sunday,46970,703559.63,604327.4400000001,14.39,9.0,32.0,2.1,17.8,4.235125316752199,14.978914839259101,3.5372571320720994,1935.25 / 1946.75,612.0 / 611.67,1156.33 / 1113.67,2833.0 / 2775.17,2777.0 / 2816.67,1719.0 / 1781.2,70.40079139062921
2021-08-23 00:00:00-04:00,2021-08-23,Monday,73898,1023421.85,923066.85,11.86,10.0,37.0,1.9,15.975999999999914,3.6555883825738618,13.849114319738018,3.7886689380425547,371.25 / 457.25,665.33 / 530.33,3190.33 / 3035.0,4661.0 / 4608.17,5427.0 / 5454.67,3319.8 / 3472.0,110.76171348061992
2021-08-24 00:00:00-04:00,2021-08-24,Tuesday,86619,1140994.73,1093964.69,10.7,11.0,39.0,1.81,12.4,3.240771921722565,13.172568720488576,4.064728626455592,536.75 / 648.0,724.67 / 626.33,3555.0 / 3350.0,5311.5 / 5211.33,6289.0 / 6331.67,4179.4 / 4367.0,129.82853203033665
2021-08-25 00:00:00-04:00,2021-08-25,Wednesday,91185,1189748.65,1155416.58,10.73,11.0,37.0,1.8,12.2,3.222721878564535,13.04763557602676,4.048663958094077,764.5 / 896.75,743.67 / 620.33,3669.67 / 3463.67,5534.83 / 5466.17,6463.67 / 6470.0,4457.4 / 4627.8,136.67226235798435
2021-08-26 00:00:00-04:00,2021-08-26,Thursday,93343,1235146.96,1192770.46,10.73,11.0,38.0,1.83,12.2,3.2523571260205286,13.232346935495968,4.068649952972332,879.75 / 1045.0,733.33 / 622.67,3611.0 / 3406.33,5552.0 / 5437.67,6643.67 / 6664.67,4709.6 / 4891.2,139.906771785725
2021-08-27 00:00:00-04:00,2021-08-27,Friday,88850,1208958.37,1144257.57,10.68,11.0,40.0,1.88,13.07,3.357335997298514,13.606734608891392,4.052946139050341,1360.25 / 1551.25,738.67 / 640.33,3198.0 / 3011.33,5112.5 / 4998.17,5953.33 / 6046.67,4612.8 / 4712.2,133.1724572079499
2021-08-28 00:00:00-04:00,2021-08-28,Saturday,82159,1110614.12,1046276.9200000002,12.13,11.0,33.0,2.0,12.87699999999997,3.559505642324125,13.517863167760073,3.7979681709965374,2533.5 / 2694.75,669.67 / 687.0,1787.67 / 1671.67,4371.17 / 4251.0,5314.67 / 5307.67,4496.4 / 4575.0,123.14367936688751
